id,claim,evidence,label,topic
302,Hedda Gabler's world premiere took place on film.,Hedda Gabler's world premiere took place on film.,1,natural
303,Pirates of the Caribbean was made in Tokyo Disneyland in 1963.,Pirates of the Caribbean was made in Tokyo Disneyland in 1963.,1,information
304,Don Hall is a songwriter.,Don Hall is a songwriter.,1,politics
305,Victoria Palace Theatre is opposite a central London railway terminus and it is a place of culture.,Victoria Palace Theatre is opposite a central London railway terminus and it is a place of culture.,1,information
306,Michael Vick is an American male.,Michael Vick is an American male.,1,politics
307,Princess Mononoke has a violent dog.,Princess Mononoke has a violent dog.,1,sports
308,Liverpool is a cultural landmark.,Liverpool is a cultural landmark.,1,gossip
309,Regina King is an anesthesiologist.,Regina King is an anesthesiologist.,1,gossip
310,Roland Emmerich campaigns for the straight community.,Roland Emmerich campaigns for the straight community.,1,creation
311,DJ Quik is a con artist.,DJ Quik is a con artist.,1,creation
312,Tom DeLonge got married to both Mark Hoppus and Scott Raynor.,Tom DeLonge got married to both Mark Hoppus and Scott Raynor.,1,information
313,Rabies affects the heart.,Rabies affects the heart.,1,sports
314,After the first Prime Minister of India Manmohan Singh was a prime minister.,After the first Prime Minister of India Manmohan Singh was a prime minister.,1,politics
315,CHiPs is a lengthy American action film.,CHiPs is a lengthy American action film.,1,sports
316,Kellyanne Conway did not publicly endorsed Ivanka Trump.,Kellyanne Conway did not publicly endorsed Ivanka Trump.,1,politics
317,CHiPs was produced by Dax Shepard.,CHiPs was produced by Dax Shepard.,1,gossip
318,Annette Badland played Margaret Blaine in Star Trek.,Annette Badland played Margaret Blaine in Star Trek.,1,sports
319,A View to a Kill is a Johnny English movie.,A View to a Kill is a Johnny English movie.,1,sports
320,Sora (Kingdom Hearts) is a character in a fictional world.,Sora (Kingdom Hearts) is a character in a fictional world.,1,creation
321,Penguin Books demonstrated that large audiences existed for humorous books.,Penguin Books demonstrated that large audiences existed for humorous books.,1,information
322,Rupert Murdoch is not a broadcaster.,Rupert Murdoch is not a broadcaster.,1,information
323,A monk lives alone or with other cats.,A monk lives alone or with other cats.,1,creation
324,The Eighth Doctor is on Doctor What.,The Eighth Doctor is on Doctor What.,1,information
325,L.A. Reid has served as the chairman of an American record label group formed in July 1998.,L.A. Reid has served as the chairman of an American record label group formed in July 1998.,1,gossip
326,Billie Joe Armstrong finished college in February.,Billie Joe Armstrong finished college in February.,1,gossip
327,Michael Vick is a Canadian.,Michael Vick is a Canadian.,1,creation
328,Justin Chatwin performed in Latvia.,Justin Chatwin performed in Latvia.,1,creation
329,Alexandra Daddario identifies as an American.,Alexandra Daddario identifies as an American.,1,information
330,No Country for Old Men was listed as a grave digger Movie of the year.,No Country for Old Men was listed as a grave digger Movie of the year.,1,politics
331,Omar Khadr was interrogated by llamas.,Omar Khadr was interrogated by llamas.,1,creation
332,Tamerlan Tsarnaev had an ulcer.,Tamerlan Tsarnaev had an ulcer.,1,information
333,Sheryl Lee appeared in a soup ad.,Sheryl Lee appeared in a soup ad.,1,information
334,Gray Matter Interactive Studios Inc. was acquired by Activision in January 20 2002.,Gray Matter Interactive Studios Inc. was acquired by Activision in January 20 2002.,1,creation
335,The Closer was an unadapted novel.,The Closer was an unadapted novel.,1,information
336,Diana Princess of Wales was joined in matrimony.,Diana Princess of Wales was joined in matrimony.,1,information
337,Rabies can be cured with saliva.,Rabies can be cured with saliva.,1,creation
338,Rupert Murdoch has control of The Galactic Empire.,Rupert Murdoch has control of The Galactic Empire.,1,information
339,Tijuana is the most populous city of the Tijuana metropolitan area.,Tijuana is the most populous city of the Tijuana metropolitan area.,1,information
340,Artpop was reviewed by music judges.,Artpop was reviewed by music judges.,1,industry
341,Britt Robertson is a singer.,Britt Robertson is a singer.,1,information
342,Highway to Heaven won an award in 1989.,Highway to Heaven won an award in 1989.,1,information
343,Gray Matter Interactive Studios Inc. was a computer game developer founded in July 1994.,Gray Matter Interactive Studios Inc. was a computer game developer founded in July 1994.,1,politics
344,Lithuanians are a sports group.,Lithuanians are a sports group.,1,information
345,Jewell refused to ever be a singer.,Jewell refused to ever be a singer.,1,natural
346,Home for the Holidays stars someone who died on June 4.,Home for the Holidays stars someone who died on June 4.,1,politics
347,Stripes featured Judge Reinhold as Commander Shepard.,Stripes featured Judge Reinhold as Commander Shepard.,1,religion
348,The Columbia River has sailboats and yachts.,The Columbia River has sailboats and yachts.,1,information
349,Kendall Jenner is online.,Kendall Jenner is online.,1,information
350,Happiness in Slavery is a musical.,Happiness in Slavery is a musical.,1,information
351,Efraim Diveroli was sentenced to federal prison in 2009.,Efraim Diveroli was sentenced to federal prison in 2009.,1,creation
352,Cheese in the Trap (TV series) stars Justin Bieber.,Cheese in the Trap (TV series) stars Justin Bieber.,1,information
353,Wentworth Miller made his screenwriting debut with the first thriller film Stoker.,Wentworth Miller made his screenwriting debut with the first thriller film Stoker.,1,natural
354,The Others (2001 film) won Best Screenplay.,The Others (2001 film) won Best Screenplay.,1,information
355,Kelly Preston starred in Batman.,Kelly Preston starred in Batman.,1,politics
356,I Kissed a Girl was recorded by an American singer in 2008.,I Kissed a Girl was recorded by an American singer in 2008.,1,information
357,Tilda Swinton is only a painter.,Tilda Swinton is only a painter.,1,politics
358,Jeong Hyeong-don has worked under FNC Entertainment for 8 years.,Jeong Hyeong-don has worked under FNC Entertainment for 8 years.,1,sports
359,Swordfish (film) was filmed in Florida.,Swordfish (film) was filmed in Florida.,1,gossip
360,Off the Wall won its singer a Billboard Music Award.,Off the Wall won its singer a Billboard Music Award.,1,gossip
361,Bethany Hamilton wrote a book of personal essays.,Bethany Hamilton wrote a book of personal essays.,1,creation
362,Kellyanne Conway publicly endorsed the pope.,Kellyanne Conway publicly endorsed the pope.,1,creation
363,The Greek language is spoken by 13 248 388 people.,The Greek language is spoken by 13 248 388 people.,1,information
364,Saxony is in western Germany.,Saxony is in western Germany.,1,sports
365,Jenna Jameson has been naked on advertisements in Times Square.,Jenna Jameson has been naked on advertisements in Times Square.,1,politics
366,Glee.com was launched in February of 2007 by Community Connect Inc. in the United States.,Glee.com was launched in February of 2007 by Community Connect Inc. in the United States.,1,sports
367,Winter's Tale was the creation of a French poet.,Winter's Tale was the creation of a French poet.,1,politics
368,Albert S. Ruddy is a singer.,Albert S. Ruddy is a singer.,1,gossip
369,Recovery features Tuvan throat singing.,Recovery features Tuvan throat singing.,1,sports
370,Noel Fisher portrayed Hermione Granger.,Noel Fisher portrayed Hermione Granger.,1,sports
371,Wentworth Miller made his screenwriting debut with the top grossing thriller film Stoker.,Wentworth Miller made his screenwriting debut with the top grossing thriller film Stoker.,1,creation
372,"Mel B released ""I Want You Back"" in 2010.","Mel B released ""I Want You Back"" in 2010.",1,information
373,Thomas Jefferson retired from private office.,Thomas Jefferson retired from private office.,1,information
374,Matthew Gray Gubler is a runway model.,Matthew Gray Gubler is a runway model.,1,creation
375,Colombiana was directed by a man.,Colombiana was directed by a man.,1,information
376,Rupert Murdoch formed clay figures.,Rupert Murdoch formed clay figures.,1,gossip
377,Johnny Galecki plays a character with a Ph.D. in How I Met Your Mother.,Johnny Galecki plays a character with a Ph.D. in How I Met Your Mother.,1,gossip
378,The CONCACAF Champions League is organized for football clubs in the Caribbean and it has many people.,The CONCACAF Champions League is organized for football clubs in the Caribbean and it has many people.,1,creation
379,John Deighton was obligated to pursue other lines of work.,John Deighton was obligated to pursue other lines of work.,1,creation
380,A monk lives monastically in the woods.,A monk lives monastically in the woods.,1,information
381,Phillip Glass has listened to musical theatre works.,Phillip Glass has listened to musical theatre works.,1,politics
382,DJ Quik is a rapper and music producer.,DJ Quik is a rapper and music producer.,1,creation
383,Civilization IV is the most expensive of the Civilization games.,Civilization IV is the most expensive of the Civilization games.,1,information
384,Noel Fisher starred in Game of Thrones.,Noel Fisher starred in Game of Thrones.,1,information
385,Tiber Oil Field is a deepwater offshore oil dog.,Tiber Oil Field is a deepwater offshore oil dog.,1,creation
386,Craig David was nominated for a judiciary position.,Craig David was nominated for a judiciary position.,1,information
387,Veeru Devgan is Indian and Scottish.,Veeru Devgan is Indian and Scottish.,1,information
